"ENTREZID","category","gene_Symbol"
"57007","Platelets","ACKR3"
"56341","Pluripotent stem cells","PRMT8"
"57727","Pluripotent stem cells","NCOA5"
"22954","Pluripotent stem cells","TRIM32"
"63978","Pluripotent stem cells","PRDM14"
"2249","Pluripotent stem cells","FGF4"
"79923","Pluripotent stem cells","NANOG"
"5460","Pluripotent stem cells","POU5F1"
"4436","Pluripotent stem cells","MSH2"
"2624","Pluripotent stem cells","GATA2"
"7543","Pluripotent stem cells","ZFX"
"7013","Pluripotent stem cells","TERF1"
"400629","Pluripotent stem cells","TEX19"
"7015","Pluripotent stem cells","TERT"
"162979","Pluripotent stem cells","ZNF296"
"4673","Pluripotent stem cells","NAP1L1"
"6657","Pluripotent stem cells","SOX2"
"249","Pluripotent stem cells","ALPL"
"3099","Pluripotent stem cells","HK2"
"6693","Pluripotent stem cells","SPN"
"54845","Pluripotent stem cells","ESRP1"
"5420","Podocytes","PODXL"
"11093","Podocytes","ADAMTS13"
"3934","Podocytes","LCN2"
"7422","Podocytes","VEGFA"
"6517","Podocytes","SLC2A4"
"114548","Podocytes","NLRP3"
"11346","Podocytes","SYNPO"
"4868","Podocytes","NPHS1"
"7827","Podocytes","NPHS2"
"3909","Podocytes","LAMA3"
"2303","Podocytes","FOXC2"
"7490","Podocytes","WT1"
"941","Podocytes","CD80"
"1674","Podocytes","DES"
"5800","Podocytes","PTPRO"
"4010","Podocytes","LMX1B"
"4653","Podocytes","MYOC"
"1012","Podocytes","CDH13"
"56920","Podocytes","SEMA3G"
"221981","Podocytes","THSD7A"
"9935","Podocytes","MAFB"
"2028","Podocytes","ENPEP"
"53405","Podocytes","CLIC5"
"5865","Podocytes","RAB3B"
"1803","Podocytes","DPP4"
"23452","Podocytes","ANGPTL2"
"3693","Podocytes","ITGB5"
"114822","Podocytes","RHPN1"
"4059","Podocytes","BCAM"
"9863","Podocytes","MAGI2"
"1285","Podocytes","COL4A3"
"1947","Podocytes","EFNB1"
NA,"Podocytes","1"
"5352","Podocytes","PLOD2"
"57522","Podocytes","SRGAP1"
"3913","Podocytes","LAMB2"
NA,"Podocytes","3"
"3675","Podocytes","ITGA3"
"51196","Podocytes","PLCE1"
"5627","Podocytes","PROS1"
"10461","Podocytes","MERTK"
"4642","Podocytes","MYO1D"
"6943","Podocytes","TCF21"
"23371","Podocytes","TNS2"
"133","Podocytes","ADM"
"10133","Podocytes","OPTN"
"117583","Podocytes","PARD3B"
"9723","Podocytes","SEMA3E"
"4643","Podocytes","MYO1E"
"10529","Podocytes","NEBL"
"63898","Podocytes","SH2D4A"
"163589","Podocytes","TDRD5"
"5745","Podocytes","PTH1R"
"10788","Podocytes","IQGAP2"
NA,"Podocytes","CTGF"
"2195","Podocytes","FAT1"
"387597","Podocytes","ILDR2"
"2297","Podocytes","FOXD1"
"28951","Podocytes","TRIB2"
"4017","Podocytes","LOXL2"
"1287","Podocytes","COL4A5"
"2296","Podocytes","FOXC1"
"130271","Podocytes","PLEKHH2"
"8727","Podocytes","CTNNAL1"
"1602","Podocytes","DACH1"
"23213","Podocytes","SULF1"
"26353","Podocytes","HSPB8"
"23189","Podocytes","KANK1"
"107","Podocytes","ADCY1"
"80005","Podocytes","DOCK5"
"286204","Podocytes","CRB2"
"54839","Podocytes","LRRC49"
"10391","Podocytes","CORO2B"
"83478","Podocytes","ARHGAP24"
"9052","Podocytes","GPRC5A"
"1286","Podocytes","COL4A4"
"83543","Podocytes","AIF1L"
"4233","Podocytes","MET"
"57669","Podocytes","EPB41L5"
"1793","Podocytes","DOCK1"
"84962","Podocytes","AJUBA"
"23607","Podocytes","CD2AP"
"27333","Podocytes","GOLIM4"
"653121","Podocytes","ZBTB8A"
"10140","Podocytes","TOB1"
"55884","Podocytes","WSB2"
"9694","Podocytes","EMC2"
"30844","Podocytes","EHD4"
"80829","Podocytes","ZFP91"
"2107","Podocytes","ETF1"
"56851","Podocytes","EMC7"
"51631","Podocytes","LUC7L2"
"4137","Podocytes","MAPT"
"1028","Podocytes","CDKN1C"
"359","Principal cells","AQP2"
"6337","Principal cells","SCNN1A"
"360","Principal cells","AQP3"
"3758","Principal cells","KCNJ1"
"554","Principal cells","AVPR2"
"6340","Principal cells","SCNN1G"
"3291","Principal cells","HSD11B2"
"53828","Principal cells","FXYD4"
"100506013","Principal cells","APELA"
"255743","Principal cells","NPNT"
"6338","Principal cells","SCNN1B"
"3753","Principal cells","KCNE1"
"1014","Principal cells","CDH16"
"9289","Principal cells","ADGRG1"
"7103","Principal cells","TSPAN8"
"1036","Principal cells","CDO1"
"120224","Principal cells","TMEM45B"
"4070","Principal cells","TACSTD2"
"10158","Principal cells","PDZK1IP1"
"3897","Principal cells","L1CAM"
"1364","Principal cells","CLDN4"
"93627","Principal cells","TBCK"
"730130","Principal cells","TMEM229A"
"51704","Principal cells","GPRC5B"
"221692","Principal cells","PHACTR1"
"1952","Principal cells","CELSR2"
"8324","Principal cells","FZD7"
"56606","Principal cells","SLC2A9"
"54546","Principal cells","RNF186"
"56302","Principal cells","TRPV5"
"6781","Principal cells","STC1"
"57161","Principal cells","PELI2"
"3816","Principal cells","KLK1"
"340485","Principal cells","ACER2"
"361","Principal cells","AQP4"
"8321","Principal cells","FZD1"
"2625","Principal cells","GATA3"
"3958","Principal cells","LGALS3"
"9536","Principal cells","PTGES"
"10103","Principal cells","TSPAN1"
"4306","Principal cells","NR3C2"
"3280","Principal cells","HES1"
"358","Proximal tubule cells","AQP1"
"9075","Proximal tubule cells","CLDN2"
"1803","Proximal tubule cells","DPP4"
"2028","Proximal tubule cells","ENPEP"
"153201","Proximal tubule cells","SLC36A2"
"6523","Proximal tubule cells","SLC5A1"
"348932","Proximal tubule cells","SLC6A18"
"340024","Proximal tubule cells","SLC6A19"
"6524","Proximal tubule cells","SLC5A2"
"4036","Proximal tubule cells","LRP2"
"5174","Proximal tubule cells","PDZK1"
"55586","Proximal tubule cells","MIOX"
"6569","Proximal tubule cells","SLC34A1"
"143941","Proximal tubule cells","TTC36"
"445","Proximal tubule cells","ASS1"
"5105","Proximal tubule cells","PCK1"
"10690","Proximal tubule cells","FUT9"
"3795","Proximal tubule cells","KHK"
"8671","Proximal tubule cells","SLC4A4"
"10249","Proximal tubule cells","GLYAT"
"2203","Proximal tubule cells","FBP1"
"9356","Proximal tubule cells","SLC22A6"
"116085","Proximal tubule cells","SLC22A12"
"55244","Proximal tubule cells","SLC47A1"
"50507","Proximal tubule cells","NOX4"
"6568","Proximal tubule cells","SLC17A1"
"64849","Proximal tubule cells","SLC13A3"
NA,"Proximal tubule cells","20"
"9376","Proximal tubule cells","SLC22A8"
"2348","Proximal tubule cells","FOLR1"
"157724","Proximal tubule cells","SLC7A13"
"205","Proximal tubule cells","AK4"
"160728","Proximal tubule cells","SLC5A8"
"6580","Proximal tubule cells","SLC22A1"
"2690","Proximal tubule cells","GHR"
"51733","Proximal tubule cells","UPB1"
"10786","Proximal tubule cells","SLC17A3"
"2639","Proximal tubule cells","GCDH"
"2954","Proximal tubule cells","GSTZ1"
"435","Proximal tubule cells","ASL"
"2184","Proximal tubule cells","FAH"
"113277","Proximal tubule cells","TMEM106A"
"2939","Proximal tubule cells","GSTA2"
"51084","Proximal tubule cells","CRYL1"
"159963","Proximal tubule cells","SLC5A12"
"313","Proximal tubule cells","AOAH"
"6561","Proximal tubule cells","SLC13A1"
"1244","Proximal tubule cells","ABCC2"
"5314","Proximal tubule cells","PKHD1"
"23315","Proximal tubule cells","SLC9A8"
NA,"Proximal tubule cells","TMEM27"
"85477","Proximal tubule cells","SCIN"
"249","Proximal tubule cells","ALPL"
NA,"Proximal tubule cells","G6PC"
"9390","Proximal tubule cells","SLC22A13"
"10864","Proximal tubule cells","SLC22A7"
"220963","Proximal tubule cells","SLC16A9"
"64902","Proximal tubule cells","AGXT2"
"6652","Proximal tubule cells","SORD"
"6649","Proximal tubule cells","SOD3"
"3172","Proximal tubule cells","HNF4A"
"4833","Proximal tubule cells","NME4"
"348","Proximal tubule cells","APOE"
"3081","Proximal tubule cells","HGD"
"29948","Proximal tubule cells","OSGIN1"
"3290","Proximal tubule cells","HSD11B1"
"5345","Proximal tubule cells","SERPINF2"
"23498","Proximal tubule cells","HAAO"
"5480","Proximal tubule cells","PPIC"
"7033","Proximal tubule cells","TFF3"
"51764","Proximal tubule cells","GNG13"
"151295","Proximal tubule cells","SLC23A3"
"2638","Proximal tubule cells","GC"
"27091","Proximal tubule cells","CACNG5"
"7045","Proximal tubule cells","TGFBI"
"5950","Proximal tubule cells","RBP4"
"9476","Proximal tubule cells","NAPSA"
"4320","Pulmonary alveolar type I cells","MMP11"
"3383","Pulmonary alveolar type I cells","ICAM1"
NA,"Pulmonary alveolar type I cells","CTGF"
"7869","Pulmonary alveolar type I cells","SEMA3B"
"6338","Pulmonary alveolar type I cells","SCNN1B"
"9723","Pulmonary alveolar type I cells","SEMA3E"
"6340","Pulmonary alveolar type I cells","SCNN1G"
"6337","Pulmonary alveolar type I cells","SCNN1A"
"1286","Pulmonary alveolar type I cells","COL4A4"
"1580","Pulmonary alveolar type I cells","CYP4B1"
"219790","Pulmonary alveolar type I cells","RTKN2"
"53405","Pulmonary alveolar type I cells","CLIC5"
"9495","Pulmonary alveolar type I cells","AKAP5"
"9052","Pulmonary alveolar type I cells","GPRC5A"
"266629","Pulmonary alveolar type I cells","SEC14L3"
"1285","Pulmonary alveolar type I cells","COL4A3"
"51208","Pulmonary alveolar type I cells","CLDN18"
"177","Pulmonary alveolar type I cells","AGER"
"84525","Pulmonary alveolar type I cells","HOPX"
"362","Pulmonary alveolar type I cells","AQP5"
"2013","Pulmonary alveolar type I cells","EMP2"
"7422","Pulmonary alveolar type I cells","VEGFA"
"3855","Pulmonary alveolar type I cells","KRT7"
"3489","Pulmonary alveolar type I cells","IGFBP6"
"221749","Pulmonary alveolar type I cells","PXDC1"
"360","Pulmonary alveolar type I cells","AQP3"
"9244","Pulmonary alveolar type I cells","CRLF1"
"25975","Pulmonary alveolar type I cells","EGFL6"
"10272","Pulmonary alveolar type I cells","FSTL3"
"84206","Pulmonary alveolar type I cells","MEX3B"
"55698","Pulmonary alveolar type I cells","RADIL"
"6594","Pulmonary alveolar type I cells","SMARCA1"
"5027","Pulmonary alveolar type I cells","P2RX7"
"10630","Pulmonary alveolar type I cells","PDPN"
"79192","Pulmonary alveolar type II cells","IRX1"
"25975","Pulmonary alveolar type II cells","EGFL6"
"1050","Pulmonary alveolar type II cells","CEBPA"
"7080","Pulmonary alveolar type II cells","NKX2-1"
"4582","Pulmonary alveolar type II cells","MUC1"
"51208","Pulmonary alveolar type II cells","CLDN18"
"177","Pulmonary alveolar type II cells","AGER"
"27074","Pulmonary alveolar type II cells","LAMP3"
"389376","Pulmonary alveolar type II cells","SFTA2"
"6441","Pulmonary alveolar type II cells","SFTPD"
"10568","Pulmonary alveolar type II cells","SLC34A2"
"6439","Pulmonary alveolar type II cells","SFTPB"
"653509","Pulmonary alveolar type II cells","SFTPA1"
"6440","Pulmonary alveolar type II cells","SFTPC"
"6382","Pulmonary alveolar type II cells","SDC1"
"221395","Pulmonary alveolar type II cells","ADGRF5"
"5825","Pulmonary alveolar type II cells","ABCD3"
"6646","Pulmonary alveolar type II cells","SOAT1"
"2119","Pulmonary alveolar type II cells","ETV5"
"948","Pulmonary alveolar type II cells","CD36"
"79888","Pulmonary alveolar type II cells","LPCAT1"
"9476","Pulmonary alveolar type II cells","NAPSA"
"21","Pulmonary alveolar type II cells","ABCA3"
"795","Pulmonary alveolar type II cells","S100G"
"5225","Pulmonary alveolar type II cells","PGC"
"3579","Pulmonary alveolar type II cells","CXCR2"
"2920","Pulmonary alveolar type II cells","CXCL2"
"156","Pulmonary alveolar type II cells","GRK2"
"864","Pulmonary alveolar type II cells","RUNX3"
"1500","Pulmonary alveolar type II cells","CTNND1"
"81706","Pulmonary alveolar type II cells","PPP1R14C"
"8653","Pulmonary alveolar type II cells","DDX3Y"
"5284","Pulmonary alveolar type II cells","PIGR"
"116844","Pulmonary alveolar type II cells","LRG1"
"51299","Pulmonary alveolar type II cells","NRN1"
"5473","Pulmonary alveolar type II cells","PPBP"
"3553","Pulmonary alveolar type II cells","IL1B"
"11185","Pulmonary alveolar type II cells","INMT"
"9244","Pulmonary alveolar type II cells","CRLF1"
"284","Pulmonary vascular smooth muscle cells","ANGPT1"
"5159","Pulmonary vascular smooth muscle cells","PDGFRB"
"2702","Purkinje fiber cells","GJA5"
"27087","Purkinje fiber cells","B3GAT1"
"10052","Purkinje fiber cells","GJC1"
"3777","Purkinje fiber cells","KCNK3"
"4741","Purkinje fiber cells","NEFM"
"793","Purkinje neurons","CALB1"
"18","Purkinje neurons","ABAT"
"2902","Purkinje neurons","GRIN1"
"2571","Purkinje neurons","GAD1"
"10013","Purkinje neurons","HDAC6"
"5592","Purkinje neurons","PRKG1"
"491","Purkinje neurons","ATP2B2"
"8654","Purkinje neurons","PDE5A"
"3710","Purkinje neurons","ITPR3"
"5153","Purkinje neurons","PDE1B"
"5136","Purkinje neurons","PDE1A"
"4975","Purkinje neurons","OMP"
"5152","Purkinje neurons","PDE9A"
"869","Purkinje neurons","CBLN1"
"60488","Purkinje neurons","MRPS35"
"5816","Purkinje neurons","PVALB"
"22941","Purkinje neurons","SHANK2"
"9254","Purkinje neurons","CACNA2D2"
"128414","Purkinje neurons","NKAIN4"
"26047","Purkinje neurons","CNTNAP2"
"7054","Purkinje neurons","TH"
"64781","Purkinje neurons","CERK"
"917","Purkinje neurons","CD3G"
"3737","Purkinje neurons","KCNA2"
"55356","Purkinje neurons","SLC22A15"
"10369","Purkinje neurons","CACNG2"
"127833","Purkinje neurons","SYT2"
"10815","Purkinje neurons","CPLX1"
"8502","Purkinje neurons","PKP4"
"3778","Purkinje neurons","KCNMA1"
"575","Purkinje neurons","ADGRB1"
"348980","Purkinje neurons","HCN1"
"25769","Purkinje neurons","SLC24A2"
"2554","Purkinje neurons","GABRA1"
"9746","Purkinje neurons","CLSTN3"
"57419","Purkinje neurons","SLC24A3"
"1742","Purkinje neurons","DLG4"
"285888","Purkinje neurons","CNPY1"
"57468","Purkinje neurons","SLC12A5"
"140679","Purkinje neurons","SLC32A1"
"2892","Purkinje neurons","GRIA3"
"815","Purkinje neurons","CAMK2A"
"5179","Purkinje neurons","PENK"
"3097","Purkinje neurons","HIVEP2"
"56675","Purkinje neurons","NRIP3"
"10194","Purkinje neurons","TSHZ1"
"54039","Purkinje neurons","PCBP3"
"26086","Purkinje neurons","GPSM1"
"22843","Purkinje neurons","PPM1E"
"9229","Purkinje neurons","DLGAP1"
"2786","Purkinje neurons","GNG4"
"440829","Purkinje neurons","SHISA8"
"132204","Purkinje neurons","SYNPR"
"5578","Purkinje neurons","PRKCA"
"654790","Purkinje neurons","PCP4L1"
"5121","Purkinje neurons","PCP4"
"6511","Purkinje neurons","SLC1A6"
"2895","Purkinje neurons","GRID2"
"2572","Purkinje neurons","GAD2"
"916","Pyramidal cells","CD3E"
"1742","Pyramidal cells","DLG4"
"815","Pyramidal cells","CAMK2A"
"2911","Pyramidal cells","GRM1"
"2915","Pyramidal cells","GRM5"
"10716","Pyramidal cells","TBR1"
"5453","Pyramidal cells","POU3F1"
"2016","Pyramidal cells","EMX1"
"55079","Pyramidal cells","FEZF2"
"4900","Pyramidal cells","NRGN"
"2892","Pyramidal cells","GRIA3"
"646424","Pyramidal cells","SPINK8"
"5121","Pyramidal cells","PCP4"
"132204","Pyramidal cells","SYNPR"
"4929","Pyramidal cells","NR4A2"
"177","Pyramidal cells","AGER"
"2906","Pyramidal cells","GRIN2D"
"7534","Pyramidal cells","YWHAZ"
"3783","Pyramidal cells","KCNN4"
"1600","Pyramidal cells","DAB1"
"83605","Pyramidal cells","CCM2"
"4133","Pyramidal cells","MAP2"
"793","Pyramidal cells","CALB1"
"154","Pyramidal cells","ADRB2"
"57142","Pyramidal cells","RTN4"
"5138","Pyramidal cells","PDE2A"
"3745","Pyramidal cells","KCNB1"
"9312","Pyramidal cells","KCNB2"
"3785","Pyramidal cells","KCNQ2"
"3786","Pyramidal cells","KCNQ3"
"23314","Pyramidal cells","SATB2"
"5021","Pyramidal cells","OXTR"
"885","Pyramidal cells","CCK"
"3751","Pyramidal cells","KCND2"
"3752","Pyramidal cells","KCND3"
"5080","Radial glia cells","PAX6"
"6507","Radial glia cells","SLC1A3"
"80310","Radial glia cells","PDGFD"
"2737","Radial glia cells","GLI3"
"4854","Radial glia cells","NOTCH3"
"7412","Radial glia cells","VCAM1"
"388585","Radial glia cells","HES5"
"10215","Radial glia cells","OLIG2"
"2670","Radial glia cells","GFAP"
"2018","Radial glia cells","EMX2"
"1002","Radial glia cells","CDH4"
"10252","Radial glia cells","SPRY1"
"8313","Radial glia cells","AXIN2"
"284485","Radial glia cells","RIIAD1"
"3162","Red pulp macrophages","HMOX1"
"285852","Red pulp macrophages","TREML4"
"942","Red pulp macrophages","CD86"
"10062","Red pulp macrophages","NR1H3"
"6556","Red pulp macrophages","SLC11A1"
"2015","Red pulp macrophages","ADGRE1"
"10461","Red pulp macrophages","MERTK"
"1232","Red pulp macrophages","CCR3"
"121599","Red pulp macrophages","SPIC"
"30061","Red pulp macrophages","SLC40A1"
"7412","Red pulp macrophages","VCAM1"
"6614","Red pulp macrophages","SIGLEC1"
"8607","Reticulocytes","RUVBL1"
"7037","Reticulocytes","TFRC"
"7352","Reticulocytes","UCP3"
"2348","Reticulocytes","FOLR1"
"63893","Reticulocytes","UBE2O"
"948","Reticulocytes","CD36"
"3676","Reticulocytes","ITGA4"
"4891","Reticulocytes","SLC11A2"
"5578","Retinal ganglion cells","PRKCA"
"4803","Retinal ganglion cells","NGF"
"5458","Retinal ganglion cells","POU4F2"
"4808","Retinal ganglion cells","NHLH2"
"26871","Retinal ganglion cells","RNU1-1"
"1388","Retinal ganglion cells","ATF6B"
"64089","Retinal ganglion cells","SNX16"
"10265","Retinal ganglion cells","IRX5"
"150223","Retinal ganglion cells","YDJC"
"57628","Retinal ganglion cells","DPP10"
"56961","Retinal ganglion cells","SHD"
"100507341","Retinal ganglion cells","SMIM18"
"79623","Retinal ganglion cells","GALNT14"
"1142","Retinal ganglion cells","CHRNB3"
"117145","Retinal ganglion cells","THEM4"
"49855","Retinal ganglion cells","SCAPER"
"442117","Retinal ganglion cells","GALNTL6"
"387856","Retinal ganglion cells","CCDC184"
"286183","Retinal ganglion cells","NKAIN3"
"222662","Retinal ganglion cells","LHFPL5"
"222183","Retinal ganglion cells","SRRM3"
"50614","Retinal ganglion cells","GALNT9"
"23281","Retinal ganglion cells","MTUS2"
"402665","Retinal ganglion cells","IGLON5"
"1639","Retinal ganglion cells","DCTN1"
"2686","Retinal ganglion cells","GGT7"
"84280","Retinal ganglion cells","BTBD10"
"1944","Retinal ganglion cells","EFNA3"
"222962","Retinal ganglion cells","SLC29A4"
"9399","Retinal ganglion cells","STOML1"
"93611","Retinal ganglion cells","FBXO44"
"4745","Retinal ganglion cells","NELL1"
"6253","Retinal ganglion cells","RTN2"
"27113","Retinal ganglion cells","BBC3"
"132884","Retinal ganglion cells","EVC2"
"83851","Retinal ganglion cells","SYT16"
"57699","Retinal ganglion cells","CPNE5"
"25809","Retinal ganglion cells","TTLL1"
"10243","Retinal ganglion cells","GPHN"
"4990","Retinal ganglion cells","SIX6"
"22885","Retinal ganglion cells","ABLIM3"
"11281","Retinal ganglion cells","POU6F2"
"23426","Retinal ganglion cells","GRIP1"
"84969","Retinal ganglion cells","TOX2"
"26502","Retinal ganglion cells","NARF"
"343472","Retinal ganglion cells","BARHL2"
"1840","Retinal ganglion cells","DTX1"
"10586","Retinal ganglion cells","MAB21L2"
"386617","Retinal ganglion cells","KCTD8"
"131034","Retinal ganglion cells","CPNE4"
"55220","Retinal ganglion cells","KLHDC8A"
"79190","Retinal ganglion cells","IRX6"
"8973","Retinal ganglion cells","CHRNA6"
"784","Retinal ganglion cells","CACNB3"
"27254","Retinal ganglion cells","CSDC2"
"9465","Retinal ganglion cells","AKAP7"
"3208","Retinal ganglion cells","HPCA"
"3670","Retinal ganglion cells","ISL1"
"57084","Retinal ganglion cells","SLC17A6"
"2257","Retinal ganglion cells","FGF12"
"92737","Retinal ganglion cells","DNER"
"81615","Retinal ganglion cells","TMEM163"
"11030","Retinal ganglion cells","RBPMS"
"5457","Retinal ganglion cells","POU4F1"
"348093","Retinal ganglion cells","RBPMS2"
"5218","Retinal ganglion cells","CDK14"
"53822","Retinal ganglion cells","FXYD7"
"4741","Retinal ganglion cells","NEFM"
"6623","Retinal ganglion cells","SNCG"
"5080","Retinal progenitor cells","PAX6"
"794","Retinal progenitor cells","CALB2"
"4990","Retinal progenitor cells","SIX6"
"6010","Retinal progenitor cells","RHO"
"6496","Retinal progenitor cells","SIX3"
"4744","Retinal progenitor cells","NEFH"
"8549","Retinal progenitor cells","LGR5"
"6295","Retinal progenitor cells","SAG"
"30062","Retinal progenitor cells","RAX"
"4851","Retinal progenitor cells","NOTCH1"
"3280","Retinal progenitor cells","HES1"
"4440","Retinal progenitor cells","MSI1"
"6662","Retinal progenitor cells","SOX9"
"3861","Salivary mucous cells","KRT14"
"5304","Salivary mucous cells","PIP"
"118430","Salivary mucous cells","MUCL1"
"1264","Salivary mucous cells","CNN1"
"7057","Salivary mucous cells","THBS1"
"4629","Salivary mucous cells","MYH11"
"3872","Salivary mucous cells","KRT17"
"5081","Satellite cells","PAX7"
"1756","Satellite cells","DMD"
"999","Satellite cells","CDH1"
"2064","Satellite cells","ERBB2"
"5077","Satellite cells","PAX3"
"4617","Satellite cells","MYF5"
"1013","Satellite cells","CDH15"
"7852","Satellite cells","CXCR4"
"221937","Satellite cells","FOXK1"
"3679","Satellite cells","ITGA7"
"6943","Satellite cells","TCF21"
"3670","Satellite cells","ISL1"
"55897","Satellite cells","MESP1"
"4233","Satellite cells","MET"
"799","Satellite cells","CALCR"
"140458","Satellite cells","ASB5"
"140809","Satellite cells","SRXN1"
"623","Satellite cells","BDKRB1"
"64866","Satellite cells","CDCP1"
"7412","Satellite cells","VCAM1"
"4654","Satellite cells","MYOD1"
"30812","Satellite cells","SOX8"
"10252","Satellite cells","SPRY1"
"2919","Satellite cells","CXCL1"
"3162","Satellite cells","HMOX1"
"51330","Satellite cells","TNFRSF12A"
"861","Satellite cells","RUNX1"
"8538","Satellite cells","BARX2"
"22954","Satellite cells","TRIM32"
"6844","Satellite cells","VAMP2"
"5178","Satellite cells","PEG3"
"2660","Satellite cells","MSTN"
"23513","Satellite cells","SCRIB"
"4773","Satellite cells","NFATC2"
"3660","Satellite cells","IRF2"
"648","Satellite cells","BMI1"
"6495","Satellite cells","SIX1"
"3226","Satellite cells","HOXC10"
"4854","Satellite cells","NOTCH3"
"26508","Satellite cells","HEYL"
"51083","Satellite cells","GAL"
"4684","Satellite cells","NCAM1"
"857","Satellite cells","CAV1"
"2752","Satellite glial cells","GLUL"
"2670","Satellite glial cells","GFAP"
"1910","Satellite glial cells","EDNRB"
"624","Satellite glial cells","BDKRB2"
"7039","Satellite glial cells","TGFA"
"2057","Satellite glial cells","EPOR"
"7124","Satellite glial cells","TNF"
"3569","Satellite glial cells","IL6"
"5594","Satellite glial cells","MAPK1"
"3717","Satellite glial cells","JAK2"
"6751","Satellite glial cells","SSTR1"
"6529","Satellite glial cells","SLC6A1"
"5730","Satellite glial cells","PTGDS"
"6657","Satellite glial cells","SOX2"
"999","Satellite glial cells","CDH1"
"3576","Satellite glial cells","CXCL8"
"3766","Satellite glial cells","KCNJ10"
"361","Satellite glial cells","AQP4"
"1261","Satellite glial cells","CNGA3"
"7099","Satellite glial cells","TLR4"
"64805","Satellite glial cells","P2RY12"
"5027","Satellite glial cells","P2RX7"
"6507","Satellite glial cells","SLC1A3"
"3605","Satellite glial cells","IL17A"
"4359","Schwann cells","MPZ"
"3691","Schwann cells","ITGB4"
"3915","Schwann cells","LAMC1"
"6285","Schwann cells","S100B"
"5453","Schwann cells","POU3F1"
"2670","Schwann cells","GFAP"
"4099","Schwann cells","MAG"
"116448","Schwann cells","OLIG1"
"7263","Schwann cells","TST"
"10397","Schwann cells","NDRG1"
"115908","Schwann cells","CTHRC1"
"4771","Schwann cells","NF2"
NA,"Schwann cells","SEPT9"
"10551","Schwann cells","AGR2"
"4804","Schwann cells","NGFR"
"149461","Schwann cells","CLDN19"
"57716","Schwann cells","PRX"
"4914","Schwann cells","NTRK1"
"419","Schwann cells","ART3"
"8537","Schwann cells","BCAS1"
"4852","Schwann cells","NPY"
"443","Schwann cells","ASPA"
"163175","Schwann cells","LGI4"
"9531","Schwann cells","BAG3"
"6258","Schwann cells","RXRG"
"6663","Schwann cells","SOX10"
"116173","Schwann cells","CMTM5"
"590","Schwann cells","BCHE"
"80864","Schwann cells","EGFL8"
"2676","Schwann cells","GFRA3"
"7869","Schwann cells","SEMA3B"
"4147","Schwann cells","MATN2"
"6332","Schwann cells","SCN7A"
"3732","Schwann cells","CD82"
"6876","Schwann cells","TAGLN"
NA,"Schwann cells","NOV"
"230","Schwann cells","ALDOC"
"347","Schwann cells","APOD"
"1410","Schwann cells","CRYAB"
"5354","Schwann cells","PLP1"
"5376","Schwann cells","PMP22"
"199731","Schwann cells","CADM4"
"3736","Schwann cells","KCNA1"
"1267","Schwann cells","CNP"
"9283","Schwann cells","GPR37L1"
"51299","Schwann cells","NRN1"
"3925","Schwann cells","STMN1"
"820","Sebocytes","CAMP"
"3549","Sebocytes","IHH"
"1394","Sebocytes","CRHR1"
"796","Sebocytes","CALCA"
"2150","Sebocytes","F2RL1"
"688","Sebocytes","KLF5"
"9156","Sebocytes","EXO1"
"1392","Sebocytes","CRH"
"1051","Sebocytes","CEBPB"
"999","Sebocytes","CDH1"
"4048","Sebocytes","LTA4H"
"145226","Sebocytes","RDH12"
"1050","Sebocytes","CEBPA"
"51094","Sebocytes","ADIPOR1"
"6278","Sebocytes","S100A7"
"51129","Sebocytes","ANGPTL4"
"1591","Sebocytes","CYP24A1"
"5732","Sebocytes","PTGER2"
"1269","Sebocytes","CNR2"
"3855","Sebocytes","KRT7"
"6716","Sebocytes","SRD5A2"
"2867","Sebocytes","FFAR2"
"2865","Sebocytes","FFAR3"
"4582","Sebocytes","MUC1"
"3269","Sebocytes","HRH1"
"7166","Serotonergic neurons","TPH1"
"6532","Serotonergic neurons","SLC6A4"
"54738","Serotonergic neurons","FEV"
"121278","Serotonergic neurons","TPH2"
"1644","Serotonergic neurons","DDC"
"6571","Serotonergic neurons","SLC18A2"
"11082","Serotonergic neurons","ESM1"
"6581","Serotonergic neurons","SLC22A3"
"4254","Sertoli cells","KITLG"
"268","Sertoli cells","AMH"
"3625","Sertoli cells","INHBB"
"6462","Sertoli cells","SHBG"
"2623","Sertoli cells","GATA1"
"2626","Sertoli cells","GATA4"
"50846","Sertoli cells","DHH"
"367","Sertoli cells","AR"
"2668","Sertoli cells","GDNF"
"9935","Sertoli cells","MAFB"
"2593","Sertoli cells","GAMT"
"644890","Sertoli cells","MEIG1"
"388585","Sertoli cells","HES5"
"4771","Sertoli cells","NF2"
"3623","Sertoli cells","INHA"
"1674","Sertoli cells","DES"
"355","Sertoli cells","FAS"
"356","Sertoli cells","FASLG"
"7018","Sertoli cells","TF"
"7490","Sertoli cells","WT1"
"441376","Sertoli cells","AARD"
"128822","Sertoli cells","CST9"
"202915","Sertoli cells","TMEM184A"
"7475","Sertoli cells","WNT6"
"83876","Sertoli cells","MRO"
"3293","Sertoli cells","HSD17B3"
"269","Sertoli cells","AMHR2"
"54437","Sertoli cells","SEMA5B"
"642658","Sertoli cells","SCX"
"3292","Sertoli cells","HSD17B1"
"6786","Sertoli cells","STIM1"
"56311","Sertoli cells","ANKRD7"
"51533","Sertoli cells","PHF7"
