"","iso_ref","gene_ref","isoform_id","condition_1","condition_2","dIF","pvalue","padj","IF1","IF2"
"84825","isoComp_00039815","geneComp_00015496","ENST00000540896.1","UU","UT",0.135,2.59627722370075e-06,0.000744421222077921,0.002,0.137
"74939","isoComp_00057467","geneComp_00018359","ENST00000585747.1","UU","UT",0.134,4.32467127548114e-09,3.54920613713913e-06,0.012,0.146
"81068","isoComp_00155167","geneComp_00037856","ENST00000325333.10","UU","UT",0.133666666666667,0.000301596544861978,0.0318342834636025,0.133,0.266666666666667
"87038","isoComp_00040165","geneComp_00015546","ENST00000425654.7","UU","UT",0.129333333333333,1.51135222276884e-07,7.51100072709924e-05,0.0616666666666667,0.191
"27108","isoComp_00083258","geneComp_00023956","ENST00000292599.4","UU","UT",0.126666666666667,4.28450538918857e-10,4.45663290220772e-07,0.691,0.817666666666667
"29276","isoComp_00103928","geneComp_00028044","ENST00000509876.5","UU","UT",0.126666666666667,1.90860480119579e-05,0.00361137807079266,0.106666666666667,0.233333333333333
"17646","isoComp_00027383","geneComp_00013325","ENST00000480814.5","UU","UT",-0.125666666666667,0.000301777121202112,0.0318342834636025,0.192666666666667,0.067
"5472","isoComp_00049204","geneComp_00016935","ENST00000368400.5","UU","UT",-0.124666666666667,4.6171260370691e-05,0.0072333626908234,0.792666666666667,0.668
"27579","isoComp_00125439","geneComp_00032741","ENST00000606427.5","UU","UT",-0.124333333333333,1.38042001675479e-08,9.80043433323805e-06,0.129,0.00466666666666667
"10431","isoComp_00048975","geneComp_00016906","ENST00000474924.5","UU","UT",0.124333333333333,0.000510164722698806,0.0470967856233454,0.022,0.146333333333333
"89119","isoComp_00023850","geneComp_00012818","ENST00000422918.5","UU","UT",0.124,2.3713045119874e-06,0.000702402397584995,0.012,0.136
"65640","isoComp_00156016","geneComp_00038004","ENST00000252797.6","UU","UT",0.123,0.000107263926339007,0.0141315088816729,0.247666666666667,0.370666666666667
"14882","isoComp_00037950","geneComp_00015200","ENST00000396914.4","UU","UT",-0.122333333333333,0.000215546134557942,0.0245002280392385,0.834666666666667,0.712333333333333
