"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"3106",3174.49144041213,6.54118444040825,0.124636266733451,52.4821916753761,0,0,"HLA-B"
"6323",517.283373013272,3.79124452779707,0.202981389554244,18.6777937431742,7.50579061223622e-78,4.56817945882652e-75,"SCN1A"
"3105",1575.33107150581,3.43822126675726,0.863515319711418,3.98165636239818,6.84366763210343e-05,0.00263160639883716,"HLA-A"
"1131",412.96385949613,2.84008233637539,0.189903973393983,14.9553602571718,1.43701952640242e-50,4.97321463549073e-48,"CHRM3"
"129607",241.176537584302,2.18203663981982,0.267484457054723,8.15762031127442,3.41689649642788e-16,4.15918780427256e-14,"CMPK2"
"23096",1651.06272448729,2.11600954154056,0.120809090272597,17.5153172395052,1.09473984347413e-68,5.68298771685834e-66,"IQSEC2"
"7273",40.8612820103127,-2.04493750329425,0.641593709333832,-3.18727798222571,0.00143618670654537,0.0367905593186149,"TTN"
"3912",266.700249679296,1.92007418303696,0.242774746606073,7.90887112386723,2.59733320160051e-15,3.01598230317427e-13,"LAMB1"
"6335",2650.49953125473,1.8308148224127,0.0873892736694373,20.9501091557074,1.87201696508943e-97,1.37671247640952e-94,"SCN9A"
"1009",2447.74375309886,1.57862603171789,0.442248222162521,3.56954749077037,0.000357598388784954,0.0112707349322401,"CDH11"
"57580",57.3428541473461,1.44296767228814,0.426161717033155,3.3859626864979,0.000709290272795791,0.0202572383735368,"PREX1"
"22986",904.020947817987,1.42518560919359,0.146035430362615,9.75917697270293,1.68517213925096e-22,2.60906037348942e-20,"SORCS3"
"57497",209.322883488182,-1.22465258687639,0.269648277876489,-4.54166663522077,5.58112459781357e-06,0.0002619863009346,"LRFN2"
"84465",103.798457122667,1.18044428393683,0.324734288738757,3.63510822500938,0.000277863963629603,0.00909888489436456,"MEGF11"
"85445",495.157968503359,-1.04429838619874,0.154749486892558,-6.74831566274461,1.49571267237427e-11,1.37496503476072e-09,"CNTNAP4"
"202559",349.949243705494,1.01833555750247,0.198579433434873,5.12810183757748,2.92678118424101e-07,1.69926604940308e-05,"KHDRBS2"
"5649",13970.3223281042,0.867570445885512,0.252440419800122,3.43673349367918,0.000588774622576439,0.0171200528640431,"RELN"
"2900",542.616021723647,0.863937158114098,0.186772673003685,4.62560793407425,3.73501238723664e-06,0.00017936660690654,"GRIK4"
"8913",440.432705853486,-0.757752290707717,0.159797088231211,-4.74196557080766,2.11654599626838e-06,0.000107347806994646,"CACNA1G"
"1813",266.672511686874,-0.744689354159381,0.204629715569549,-3.63920436524419,0.000273481703327008,0.00897202985821875,"DRD2"
