"ENTREZID","moduleColor","GS.condition","p.GS.condition","SYMBOL","MM.white","p.MM.white","MM.greenyellow","p.MM.greenyellow","MM.darkturquoise","p.MM.darkturquoise","MM.turquoise","p.MM.turquoise","MM.darkred","p.MM.darkred","MM.salmon","p.MM.salmon","MM.royalblue","p.MM.royalblue","MM.grey60","p.MM.grey60","MM.tan","p.MM.tan","MM.black","p.MM.black","MM.lightcyan","p.MM.lightcyan","MM.pink","p.MM.pink","MM.darkgrey","p.MM.darkgrey","MM.grey","p.MM.grey","MM.red","p.MM.red","MM.magenta","p.MM.magenta","MM.yellow","p.MM.yellow","MM.brown","p.MM.brown","MM.midnightblue","p.MM.midnightblue","MM.blue","p.MM.blue","MM.darkorange","p.MM.darkorange","MM.lightgreen","p.MM.lightgreen","MM.darkgreen","p.MM.darkgreen","MM.green","p.MM.green","MM.purple","p.MM.purple","MM.cyan","p.MM.cyan","MM.lightyellow","p.MM.lightyellow","MM.orange","p.MM.orange"
"152789","turquoise",0.526434490356123,0.024808504259105,"JAKMIP1",-0.550483805821278,0.017918841838052,0.460854564695874,0.054253322957353,-0.336942301287144,0.171538180768344,0.94035404802602,6.67412190275222e-09,0.594927936949875,0.00920412129755211,-0.0332126278896205,0.895911006048499,-0.627801972769864,0.00527850365402445,-0.526087270146654,0.0249212239780689,0.294534814233497,0.23544817243149,-0.470248386684993,0.0489141269549124,-0.531273989681474,0.0232784784437948,-0.673716346232265,0.00217387757525164,0.0949976080320699,0.707693375445267,0.234219897200884,0.349543529261347,0.602535600558709,0.00813488680219526,-0.689710749661188,0.00153954518810427,0.0340270658495727,0.893372148502366,0.098807587951809,0.696487221048441,-0.260458967986592,0.296551172236392,0.183089193199128,0.467104799307878,-0.800008420529952,6.72290450127811e-05,0.199561007279329,0.427243541063078,0.464223375384496,0.0522904848446572,-0.274247983925437,0.270770532362443,-0.334705130585261,0.174580088721075,-0.317500609956056,0.19918902401412,0.620282340274263,0.00602620201763142,-0.101478053850708,0.688668015738179
"153364","turquoise",0.699071934310614,0.00124561713159105,"MBLAC2",-0.659022192748828,0.00293327319555131,0.66675927634098,0.00251015268736696,-0.567291689592141,0.0140752051212388,0.940132351795491,6.87031835544605e-09,0.712106457998148,0.00091521395859773,0.236531090953184,0.344670658489759,-0.627676343431787,0.00529034319543958,-0.673495511272184,0.0021839481648737,0.452179495508741,0.0595628287109481,-0.592963192250798,0.00949784385857906,-0.652526206086593,0.00333223054594839,-0.602300404816287,0.00816636905987826,-0.068811356820295,0.78615706714521,0.24135619418126,0.334624452343411,0.524091880949052,0.0255767660523884,-0.642233197849812,0.00405470371776191,-0.205167674013328,0.414097232084411,0.251630708206161,0.31380771110109,-0.183342787767528,0.46647738078477,-0.00447010238070476,0.985955191544503,-0.729537070590184,0.000590299694183203,0.225844409512785,0.367529997564979,0.508546572281731,0.0311556163898681,-0.300419829958949,0.22578124001895,-0.183510667422786,0.466062261983594,-0.122127804462353,0.629266067076739,0.395427455193192,0.104329680394886,-0.153006870561593,0.544424296421774
"548596","turquoise",0.631687665896345,0.00492281007821503,"CKMT1A",-0.779439608147798,0.000137182588544044,0.413666939684591,0.087921790485198,-0.451312521070003,0.0601140582592,0.937827239696955,9.2266932332491e-09,0.614406026417002,0.00666843008799996,0.0549550894098139,0.828536380600283,-0.805906430524136,5.39777567360838e-05,-0.361473040408176,0.140514489381796,0.111429797750268,0.659797941574379,-0.621594465100535,0.0058898905210081,-0.335124256956213,0.174007451362822,-0.790437020168164,9.45964387186335e-05,0.125547382203526,0.619623207815956,0.261482881565718,0.294587594719226,0.768959261253417,0.000191866900111596,-0.583968513391807,0.0109401534819416,0.119523591073703,0.636648256562592,0.0836228153969201,0.741483245826629,-0.272965920155436,0.273107097615337,0.132084049841022,0.601354922727318,-0.615473264619616,0.00654784916561946,0.173743373121478,0.490518824669329,0.516371241221388,0.0282407604268281,0.0711330816619808,0.779108399732758,-0.429758401123951,0.075079871051582,-0.439872898414661,0.0677495334247869,0.510766577993829,0.0303059904974765,0.150002881607408,0.552447007933322
"320","turquoise",0.520231772346076,0.0268830210141996,"APBA1",-0.657268068646361,0.00303691627802189,0.382444855363597,0.117272224417171,-0.297687629393826,0.230236924711838,0.935800223747227,1.18495387062094e-08,0.482651315403043,0.0424856367928469,-0.0948580989622558,0.708104811135509,-0.738047137911181,0.000470847607558297,-0.457676606323719,0.0561552875124007,0.0950452432233436,0.707552908896939,-0.654521532746359,0.00320522194948152,-0.399590890686551,0.100404923931867,-0.833256405096765,1.75549276624076e-05,0.182039002085724,0.469707567886772,0.359772241091915,0.142529776684602,0.779311804645211,0.000137759631925504,-0.719836925413668,0.000756400453913936,0.205460367870356,0.41341692888949,-0.0143859418491473,0.954819897909802,-0.33533588905178,0.173718787495047,0.302474116722211,0.222467938983227,-0.765411847150038,0.000214115376924673,0.173149478909499,0.492025666113247,0.592828766372246,0.00951821198937022,-0.0369922874884212,0.884137128975507,-0.490906525432553,0.0385784464045875,-0.472284666706812,0.047811175251252,0.64582781403089,0.00378913820644781,0.0946659545530294,0.708671603201996
"285513","turquoise",0.561331105284529,0.0153547753557159,"GPRIN3",-0.464990400562554,0.0518511601459871,0.391038088415945,0.108585154524763,-0.399459037918633,0.100527565332312,0.935792824385164,1.18601884856754e-08,0.669753179293637,0.00236054611379955,0.101387934875887,0.688931402951844,-0.636115656466897,0.00454152515975798,-0.607997269885405,0.00743088611549906,0.363270860170387,0.138405825952085,-0.518550101880118,0.0274680714105184,-0.463205517729027,0.0528778032513733,-0.620767721408738,0.00597548259873671,0.0323624979864535,0.898562153072526,0.151351598271197,0.548838538923327,0.609371113655902,0.00726178445948937,-0.564368785818992,0.0146916264671312,-0.0282814529321068,0.911302739729244,0.204700556283973,0.415184182817483,-0.220390720861664,0.379515894321419,0.0435078490100921,0.863896183901397,-0.850740930549979,7.66973838664468e-06,0.184101127329129,0.464603694186869,0.439786605257789,0.0678097357458291,-0.351534076775813,0.152574584365842,-0.171062124222802,0.497339472336766,-0.330414027029135,0.180515955651468,0.525718898732391,0.0250412466404099,-0.0114790270656976,0.963942952476674
"5864","turquoise",0.494815643692993,0.0368272440817317,"RAB3A",-0.54585863674595,0.0191098879001847,0.272353120077617,0.274228308570116,-0.441764675920458,0.0664396750873687,0.933053122002897,1.64233517801041e-08,0.684940081217994,0.00171013155945994,0.107719281799999,0.670511364571337,-0.795877771471047,7.80738724668719e-05,-0.467769145348965,0.0502828775914424,0.241133026352742,0.335085307378243,-0.554750613588942,0.0168727838682574,-0.22953329641618,0.359544959334206,-0.607866499153909,0.00744714659693506,-0.00623261695086394,0.98041833248867,0.0890319102566305,0.725354679479265,0.68895795285044,0.00156548465240283,-0.389674445899794,0.109932054244496,0.0786958007151943,0.756264324894446,0.292498454834485,0.238853750890488,-0.151788996847734,0.547670546137627,-0.0103722170534391,0.967417741626385,-0.737056590033597,0.000483611120221392,0.0902354113622287,0.721780785422815,0.324681366093186,0.188654754441444,-0.198375600874621,0.430050832516438,-0.184193105612489,0.464376693851052,-0.448344348417133,0.0620301520136185,0.433530122210382,0.0722811895850041,0.23627601983966,0.345206515444798
"8941","turquoise",0.513251204509583,0.0293764883204289,"CDK5R2",-0.656779102329578,0.00306633670888028,0.330566725008075,0.180302438964107,-0.375300725941276,0.12486003485007,0.932250859409263,1.80191695366263e-08,0.574388819042572,0.0126638081283413,-0.096758751223545,0.702506125494233,-0.837128654631813,1.47357234136738e-05,-0.341149067105871,0.165915575145631,0.0896312019379902,0.723574354142551,-0.55781205762908,0.0161524553351293,-0.315092470388285,0.202806881202377,-0.76441845702579,0.00022072211849492,0.228936756498994,0.360829525140246,0.170668496554839,0.498344616521901,0.791594587011081,9.08529889595099e-05,-0.607566357785005,0.00748457589374615,0.208235944291483,0.406995471143682,0.161045953613672,0.523215593752164,-0.352395131004595,0.15150257742386,0.216144192726398,0.388996946408655,-0.737991283128201,0.00047155971762277,0.13040802349071,0.606018035905017,0.546065209738102,0.0190553962848975,-0.0369177728697485,0.884369031517813,-0.439552946319333,0.0679729468051733,-0.508417941509523,0.0312054037772232,0.578286327086544,0.0119381726833162,0.160693087372967,0.524138418049809
"22884","turquoise",0.639413367773107,0.00427350839710065,"WDR37",-0.588060546730073,0.0102637004122914,0.505946352736236,0.0321740531507237,-0.4557717319658,0.0573190689357032,0.931954752046666,1.86412628140402e-08,0.695898434606508,0.00133951961180309,0.12114634847234,0.632044332230978,-0.661490557719346,0.00279236510706924,-0.572639418837337,0.0130007387853744,0.379799665736705,0.120042586110507,-0.598779415630779,0.00864952903605793,-0.464911144764098,0.0518964256182666,-0.654212575777125,0.00322462392585959,-0.0292622691387916,0.90823874280484,0.212127295792799,0.398083745777592,0.604773178235101,0.007840239638824,-0.571384799770467,0.0132467443485975,-0.0742569726677678,0.769650294597769,0.216325745686593,0.388588960173226,-0.206941395301692,0.409983775505497,0.0274084949013216,0.914030798793847,-0.738321824150689,0.00046735865680125,0.265990346676574,0.286037344813065,0.409885263153033,0.0911582392894396,-0.246326366625026,0.324456489185643,-0.245186608473977,0.326771987193076,-0.268206538831998,0.281889543745488,0.511180068178867,0.0301497443103041,0.049100382050655,0.846586293571795
"26059","turquoise",0.540296396085993,0.0206238847131125,"ERC2",-0.549129996994379,0.0182612260257756,0.532083410776616,0.0230299505926682,-0.424722231052268,0.0789401528369517,0.93147923584426,1.96792947336732e-08,0.64030577480993,0.0042032442402889,0.0186331198665515,0.941500463570997,-0.606351957286568,0.00763757247652194,-0.59226582602871,0.0096038898185802,0.337374789396597,0.170954277695959,-0.495359534495661,0.0365885127738233,-0.622429893102588,0.00580441279788698,-0.611365152605025,0.00702189037998729,0.0853906610111062,0.736200325588397,0.161985792620732,0.520761382901532,0.55036825913154,0.0179478647897473,-0.686511872322921,0.00165228292937997,-0.0603551923577865,0.811959944074142,0.169452967761759,0.501454661188365,-0.278846041572804,0.26249258101018,0.134376335866988,0.595001032214494,-0.823324795296881,2.69763714358327e-05,0.328284925645161,0.183510726463762,0.526384491050429,0.0248247111949695,-0.323994959241221,0.189645354275762,-0.260957231392124,0.295594658920007,-0.242764821802646,0.331724067067609,0.53144295566203,0.0232264259719797,-0.199188479723627,0.428124724410644
"6620","turquoise",0.58981028656561,0.00998488768313457,"SNCB",-0.662819570023928,0.00271883301444925,0.395573938798994,0.104189757537922,-0.376619002514024,0.123434579382503,0.931204917276331,2.03006414521075e-08,0.604700567695779,0.00784966394118723,0.0461482431391059,0.855715863443689,-0.759911276935844,0.000252901172131868,-0.401658368549294,0.0984959249362142,0.213609631404581,0.39471714199809,-0.574534011993805,0.0126361603055118,-0.360573897959832,0.141577410257919,-0.760687501475597,0.000247093510496623,0.112414753450088,0.656964508634698,0.258768055157279,0.299811117296217,0.724204847747558,0.000677338159763531,-0.607657678701714,0.00747317162426116,0.0772820393006214,0.760520772688656,0.133315072182869,0.597939265226508,-0.278867868593208,0.262453666033307,0.126431071000402,0.617140789686643,-0.662708258693855,0.0027249299335405,0.0189691862270385,0.940447122999845,0.495507562327031,0.0365237447822511,-0.0492944711418021,0.845986705930601,-0.38912339017429,0.110479707789019,-0.401788170523741,0.0983769513188693,0.575255090249475,0.0124995639753138,0.134904778133929,0.593540201230806
"94032","turquoise",0.5255749578287,0.025088267779239,"CAMK2N2",-0.650006903217946,0.00349845555401948,0.409752445611441,0.0912734557585889,-0.404646504662792,0.0957832326997342,0.929725281717903,2.39544221275468e-08,0.608996574027424,0.00730757375121937,0.076221595839737,0.763717785489953,-0.777065848377143,0.000148240697082261,-0.483810403388639,0.0419195624764592,0.224590240169538,0.370267319263221,-0.685938277266105,0.00167320294328698,-0.346288494951477,0.159217862259853,-0.719329930537706,0.000766056787561712,0.0332880432496318,0.895675872011075,0.260965891349852,0.295578050952057,0.711450301222615,0.000929884541351277,-0.559166086494451,0.0158417375947801,0.0493625453427396,0.845776427489463,0.188324239746849,0.454238846146408,-0.219847972700841,0.380720459074844,0.103334396255581,0.68325017372375,-0.671799974009013,0.00226255794815327,0.109708460362714,0.664760304539651,0.473199301259792,0.0473219420934132,-0.0730728410676298,0.773231888679755,-0.328558889559793,0.183123522477773,-0.376357778558364,0.123716126639082,0.516664744376999,0.028135703023851,0.183333652506486,0.466499975008242
"284656","turquoise",0.584231620321667,0.0108956133740602,"EPHA10",-0.630122966052587,0.00506361652956701,0.434697452948543,0.0714308305175027,-0.300869267877532,0.225053653830465,0.928622239663498,2.70371709704786e-08,0.585694736050733,0.0106505704076439,-0.0374111682925,0.882833665848224,-0.642029124297802,0.00407022499806926,-0.464201703624428,0.0523029382880921,0.196358582587089,0.434849689897737,-0.56438047979811,0.0146891182888735,-0.474803098257071,0.0464732538009074,-0.773192985043142,0.000167899263097744,0.145028606399803,0.565845590282196,0.292808403410214,0.238333385105911,0.674855817480993,0.00212252180006548,-0.696132559189629,0.00133239707478093,0.0791456119195624,0.754911459302465,-0.0374296866348651,0.882776047505574,-0.288056360052817,0.246390933737479,0.225451166537408,0.36838705348861,-0.727533955503178,0.000621827303963614,0.295593521232652,0.23368992275858,0.542574663575661,0.0199927659639311,-0.0898610319544483,0.722891951927135,-0.427175455857801,0.0770419578217727,-0.391161640984622,0.108463703541365,0.669615659008342,0.00236725313407074,-0.0411820420812961,0.871112821647694
"2182","turquoise",0.508158355914429,0.0313060654683215,"ACSL4",-0.518817190211341,0.0273744965605943,0.380875925098451,0.118909876444609,-0.309494155831635,0.21138353042751,0.926200895590374,3.50344141372902e-08,0.558146517303275,0.0160752597180451,-0.114210258369529,0.651810819779359,-0.677049231425843,0.00202648181288157,-0.474626310209017,0.0465662348208891,0.199857352638623,0.426543242172017,-0.519517843611312,0.0271301992588921,-0.51117307672107,0.0301523809871651,-0.745146637488432,0.000387373543163866,0.280788538421312,0.259043419044603,0.159316345230411,0.527746090386845,0.700510622690182,0.00120488581471111,-0.739541472582579,0.000452127896531653,0.106429491755076,0.674249730750144,0.0937590959187309,0.711348637606411,-0.458028491700437,0.0559422593358778,0.255331301901671,0.306503056423144,-0.879320303465016,1.53883925325415e-06,0.177746785850958,0.480420033179064,0.675066542748694,0.00211313505009644,-0.200591887433319,0.42481005751963,-0.39762892210295,0.102240964218092,-0.427151377982058,0.0770604236129516,0.651054474371346,0.00342853024001998,-0.0745912366197452,0.768640059230535
"84867","turquoise",0.557625986253357,0.016195528810688,"PTPN5",-0.757326868096313,0.000273073860974236,0.371483924083502,0.129052356012575,-0.399088782111635,0.100872530420722,0.925533392731697,3.7570636254632e-08,0.550721899410053,0.0178591544441866,-0.000461027000684193,0.998551412461869,-0.83234205718587,1.82840834113529e-05,-0.395373794670304,0.10438097122759,0.0576168791800222,0.820356554424242,-0.704729958742511,0.00109175993227447,-0.28344615538305,0.254370592002003,-0.80328044519643,5.95733313964217e-05,0.112255666819564,0.657421854781332,0.315888367451016,0.201606425597107,0.803827831178642,5.8367959066718e-05,-0.579160957700179,0.0117799906548212,0.192987980189445,0.442930843462122,0.0732273705994688,0.772764240526103,-0.243657066424257,0.329894534443005,0.199788271712923,0.426706434490647,-0.642687157422681,0.00402035019173825,0.195005713074391,0.438083975962143,0.524287540341882,0.0255118982280349,0.0740661062667736,0.770227302537152,-0.449287248397676,0.0614165958320952,-0.484534173074682,0.0415690186115815,0.52321175794095,0.0258701488504687,0.229208718227141,0.360243571425967
"57282","turquoise",0.451096447117878,0.0602520316082077,"SLC4A10",-0.527391367182131,0.0244999274672583,0.458397821402752,0.055719323852218,-0.369350720249671,0.131437922020585,0.918700739668774,7.41844530997017e-08,0.674805105322347,0.00212478590029324,-0.0695304504584358,0.783972207753937,-0.619229688752695,0.00613739819525904,-0.449513374529156,0.0612701289060919,0.300346734746598,0.225899715484689,-0.431958240525714,0.0734380290639184,-0.527358656380823,0.0245104264279163,-0.606065522566701,0.00767402443432558,0.144608247737072,0.566984274196592,0.0509187247788727,0.840972183190528,0.549288344059604,0.018220914932465,-0.624674307379307,0.0055797489299397,-0.0307768578803323,0.903509714779464,0.168514098483937,0.503863178320194,-0.330487925184804,0.180412603147427,0.123323789996972,0.625886915698126,-0.767979715061223,0.000197805633413619,0.355295475275871,0.147929777177505,0.44753055826385,0.0625633617333508,-0.246497390697291,0.324109875900539,-0.303552872381866,0.220740690828231,-0.289240492058186,0.244367215876796,0.594208862163353,0.00931076102578438,-0.137290434383988,0.586963810873077
