"ENTREZID","moduleColor","GS.condition","p.GS.condition","SYMBOL","MM.white","p.MM.white","MM.greenyellow","p.MM.greenyellow","MM.darkturquoise","p.MM.darkturquoise","MM.turquoise","p.MM.turquoise","MM.darkred","p.MM.darkred","MM.salmon","p.MM.salmon","MM.royalblue","p.MM.royalblue","MM.grey60","p.MM.grey60","MM.tan","p.MM.tan","MM.black","p.MM.black","MM.lightcyan","p.MM.lightcyan","MM.pink","p.MM.pink","MM.darkgrey","p.MM.darkgrey","MM.grey","p.MM.grey","MM.red","p.MM.red","MM.magenta","p.MM.magenta","MM.yellow","p.MM.yellow","MM.brown","p.MM.brown","MM.midnightblue","p.MM.midnightblue","MM.blue","p.MM.blue","MM.darkorange","p.MM.darkorange","MM.lightgreen","p.MM.lightgreen","MM.darkgreen","p.MM.darkgreen","MM.green","p.MM.green","MM.purple","p.MM.purple","MM.cyan","p.MM.cyan","MM.lightyellow","p.MM.lightyellow","MM.orange","p.MM.orange"
"57692","turquoise",0.56366249305477,0.0148437471350962,"MAGEE1",-0.560616392347576,0.0155141993608203,0.38003884277411,0.119790208082225,-0.491803127407323,0.038171262661157,0.970234175117764,2.82238581110424e-11,0.754524993814082,0.000296458554548403,0.115164159524743,0.649078886594022,-0.75845420302772,0.000264113856578639,-0.485193364004963,0.041251703206165,0.329287006131336,0.182097102949452,-0.527108465654298,0.0245908446697041,-0.390364404784511,0.109249086655431,-0.631748947702348,0.00491736094548807,0.0704412464214019,0.781207096352617,0.0313814851472717,0.901622730090331,0.660176605157141,0.00286666316692096,-0.501458946766471,0.0339919216416992,-0.0358908118121115,0.887566017480081,0.315803566671613,0.201734108003547,-0.286801484392116,0.248547086347477,-0.030126743037732,0.905539210690381,-0.77917810556321,0.000138365491379475,0.149766542007087,0.553080410719821,0.437552871659333,0.0693819431491402,-0.231067790102163,0.356252576954014,-0.201780005915205,0.422014491577083,-0.370284520203178,0.130389887212107,0.479352438944866,0.044128660355364,0.0819311999367604,0.746548687051655
"4137","turquoise",0.556157956609239,0.0165385599839165,"MAPT",-0.690440391414464,0.00151474446342891,0.486133343433777,0.0408024275388945,-0.509548919464563,0.0307697530254814,0.96275370745876,1.65687345126352e-10,0.667481560304273,0.00247336457378943,0.0942112640111964,0.710013439684479,-0.782366427096304,0.000124516286088286,-0.522214381876293,0.026205779860314,0.259757165496346,0.297901583574954,-0.639064326453184,0.00430124989119624,-0.422572256391443,0.080631721463026,-0.68192013117921,0.00182598595598474,0.0219149574978652,0.931218332404005,0.211989323351155,0.398397893632697,0.685261942322843,0.00169815125087986,-0.565618808071369,0.0144254341440741,0.0110711279621584,0.965223467883365,0.248382513874805,0.320303744492905,-0.20898909390712,0.405262331168828,0.0631845754064417,0.803304550752809,-0.716143374727238,0.000829135083796384,0.223548670828971,0.37254928461103,0.445052341133437,0.0642081922296941,-0.146862033529662,0.560890761923014,-0.280898877661615,0.258848351707963,-0.319358214679281,0.196427515949149,0.451920038066383,0.0597273958422782,0.100280289461485,0.692171447537816
"26052","turquoise",0.542219175638381,0.0200902288501852,"DNM3",-0.590611981258628,0.00985918817707936,0.485722416873284,0.0409983731048392,-0.358167002912514,0.144450112483262,0.956774011989533,5.35019212632598e-10,0.608726848158895,0.00734069332282654,0.00358459735721877,0.988737210730837,-0.654883849855527,0.00318259114075898,-0.572876349735075,0.0129546927865605,0.28358335691053,0.254130800183846,-0.550776825067974,0.0178454075032695,-0.549824051903778,0.0180850577291173,-0.689811797005963,0.00153609062535081,0.078448917782375,0.757007144416197,0.260402710681138,0.296659286307848,0.621378337432264,0.00591216936625591,-0.695687365958179,0.00134596779934696,0.0199078606119102,0.937505517558032,0.0895974114707583,0.723674700206776,-0.241340024515407,0.33465783128529,0.190125726373151,0.449853540744696,-0.803464267264574,5.91662074647815e-05,0.226430219471227,0.366255331496779,0.528116689384711,0.0242680267250279,-0.2462516420772,0.324608001243089,-0.328660756823694,0.182979688883026,-0.323237344304011,0.190742727092225,0.599118884109099,0.00860196737992447,-0.105574121751218,0.676732977044372
"105374338","turquoise",0.714086227478533,0.000872113549557785,"LOC105374338",-0.68258977250983,0.00179975240365865,0.633163120100091,0.004792971823504,-0.562335777656596,0.0151328727633884,0.951754758653576,1.26804446211735e-09,0.725841581603903,0.000649550557010992,0.208917961814639,0.405425849112668,-0.684161951738643,0.00173938428500672,-0.618164882133329,0.00625156532634938,0.425307658139532,0.0784840913301376,-0.553163997238096,0.0172559640909076,-0.56916414889849,0.0136912474518551,-0.588765860217584,0.0101505708049522,-0.114486717168533,0.651018617157556,0.244418279338118,0.328338352015204,0.544348480002272,0.0195119886654884,-0.587757461886578,0.0103126235343188,-0.142006249552251,0.57405461946251,0.280697838705817,0.259203834715267,-0.0934374718912011,0.712298841565353,-0.00330022497288167,0.989630660153001,-0.689068645273553,0.00156164792665815,0.239448521556447,0.338575802578493,0.395739088388405,0.104032166014275,-0.296704795475625,0.231853430021315,-0.205092318426018,0.414272476460378,-0.173439483416987,0.491289580403634,0.414211585747106,0.0874626487499353,-0.0694432397227287,0.784237103081074
"9829","turquoise",0.605563335111457,0.00773827213860974,"DNAJC6",-0.669813332981663,0.00235761727667962,0.452012620861011,0.0596686340003039,-0.467112679935219,0.0506501004761542,0.947372184826605,2.50711842615091e-09,0.685264751131959,0.00169804700797398,-0.00562973507075843,0.982312174691699,-0.753081115931382,0.000309152935587551,-0.380007534182845,0.119823223358599,0.217957626565202,0.384932364844759,-0.493107436868041,0.0375848135419453,-0.448000305671864,0.0622551595780392,-0.702668993042275,0.00114585905091821,0.177157871017831,0.481899148065345,0.0984421383669031,0.697559557395983,0.683925250386609,0.00174836442279765,-0.615456380074469,0.00654974300451998,0.0391051052436256,0.877565466824902,0.190409166381435,0.449165549633426,-0.352180249788184,0.151769617092784,0.106767394570467,0.673269636812765,-0.716561549653063,0.000820618290334906,0.26809792073579,0.282091969511104,0.513675729634018,0.0292199091497668,-0.103535629680616,0.682663740652127,-0.370697498797345,0.129928258215007,-0.378767143798506,0.121136407169647,0.543236313851081,0.019812354121939,-0.000344170090962629,0.998918586951556
"22999","turquoise",0.550292252231363,0.0179669763814602,"RIMS1",-0.69387455373799,0.00140241783519142,0.496823213955922,0.0359519575909248,-0.424393881266023,0.0791967944424275,0.946084302003286,3.02966788988679e-09,0.617423708073167,0.00633204449948817,0.00652282471030369,0.979506733279317,-0.746325857512108,0.000374793962810277,-0.511648671738772,0.0299734273524927,0.198035969940737,0.430856927346619,-0.713142185040211,0.000892449620997818,-0.47941952880233,0.0440947714950904,-0.76585076505318,0.000211249872229465,0.134766833177679,0.593921394648296,0.253525430173644,0.310054885398016,0.71795894489781,0.000792685731081219,-0.674017399476567,0.00216021057845661,0.0358499594628315,0.887693227557288,0.12110933667101,0.632149195823494,-0.324728267409583,0.188587193918318,0.180666519470637,0.473119968205018,-0.734119433425613,0.000523175358061814,0.329415646901755,0.18191616022062,0.612835604487964,0.00684912572828641,-0.0588468371725532,0.816582724730601,-0.388675387021805,0.110926375204669,-0.352493748402417,0.151380130627584,0.556477857097942,0.0164633240743781,0.0402600235141926,0.873976424805594
"256472","turquoise",0.64828464137706,0.00361595292462008,"TMEM151A",-0.786844363518577,0.00010705901402169,0.389376426467834,0.110227992925098,-0.486067667377027,0.0408336962715563,0.944864529200915,3.60940910959381e-09,0.610249261299734,0.0071553353037474,0.0703616650123025,0.781448600784054,-0.890109949477664,7.53503361540488e-07,-0.365271064828628,0.136085746807977,0.11089320650032,0.661343418136855,-0.660233457366779,0.00286341516222883,-0.261848916908415,0.293887555033874,-0.799586128306018,6.82754245969569e-05,0.105286017433974,0.677570096308268,0.273455956680226,0.27221254013318,0.82747735195197,2.26145182536937e-05,-0.546091330346202,0.0190485146911239,0.162546640385794,0.519299390734465,0.184092019955599,0.464626174011428,-0.252426105469158,0.312229018158882,0.11542644342592,0.648328460955776,-0.631902888395642,0.00490369431722766,0.0662844984277048,0.793846517014319,0.497995832373337,0.0354481547691984,0.0563448887190127,0.824263303013501,-0.414552238037804,0.0871763640109039,-0.473244568803724,0.0472978276886432,0.472445407771657,0.0477249193350684,0.283383982171783,0.254479301010922
"59353","turquoise",0.520098151045948,0.0269291499084971,"TMEM35A",-0.469298863085824,0.0494349707592012,0.387431978012326,0.112172811959031,-0.384105797718812,0.11555600144029,0.944829765148089,3.62725439395136e-09,0.673183949072264,0.00219822154517213,0.0507084891860857,0.841620914969914,-0.618267339569924,0.00624050568760812,-0.566223199707381,0.014298110802469,0.32698471007474,0.185355831603991,-0.522454593166019,0.0261246370786943,-0.505822758000142,0.0322230941539376,-0.649467776974699,0.0035348949006497,0.123603346697045,0.625098071484798,0.0906151702569564,0.720654193678078,0.613053117340315,0.00682386457689775,-0.613530218679335,0.00676871975316842,-0.0388788803262421,0.878268755254398,0.1532719857921,0.543718776290058,-0.344751456139784,0.161201259377632,0.0717530878627945,0.777228831985467,-0.863477025532483,3.9189832211756e-06,0.248217604341312,0.320635645760238,0.527991946843501,0.0243077869534806,-0.28904784391696,0.244695737951069,-0.223569988127825,0.372502502056323,-0.348233711261943,0.156731719533925,0.56493138959381,0.0145713414276969,-0.0822236206821575,0.745672337279258
"150726","turquoise",0.53101430709843,0.0233586553782057,"FBXO41",-0.690940542352271,0.00149793620344787,0.369487954177021,0.131283531785115,-0.437854193496325,0.0691682984496669,0.943681748970432,4.26133063588061e-09,0.648911809253536,0.00357279752119302,-0.0492939061269729,0.845988451279911,-0.817233864864605,3.46629777118143e-05,-0.384662533405467,0.114984743045786,0.107602189469609,0.670850446304736,-0.641168608083888,0.00413620843655166,-0.330263054509023,0.180727226147541,-0.746280144942704,0.00037527513304966,0.180539398487287,0.473436650403245,0.110575446766602,0.662259236810267,0.759511079430927,0.000255940091498996,-0.559702820061715,0.0157198887476244,0.136727254946044,0.588513543013577,0.150967570732864,0.549864927999295,-0.371093942619919,0.12948618956533,0.156665516767707,0.53472443560886,-0.740201906161194,0.000444055826183378,0.312163512300652,0.207265046911313,0.560187602755078,0.0156104732674604,-0.00575285720373221,0.981925401598293,-0.408098908646794,0.0927167169084101,-0.489640085093986,0.0391592481793749,0.517731569608954,0.0277563952101413,0.142804097682457,0.571882644062392
"112441426","turquoise",0.547460250480751,0.0186905973318718,"TMEM271",-0.696078044136232,0.00133405271741915,0.341272520486303,0.165752485574117,-0.402974213651559,0.0972946405253959,0.943680111199106,4.26229988406671e-09,0.607176750636422,0.0075333885179836,-0.0713056878639216,0.778585021149038,-0.849201885889839,8.28337114003851e-06,-0.323551585652528,0.190287051296139,0.0855209579292651,0.735811396310323,-0.5826199608295,0.0111707368954004,-0.30130447622681,0.224350545443618,-0.776402374133088,0.000151462961877967,0.212776430459238,0.39660754765438,0.158080759715802,0.530993565543448,0.79781488901554,7.28164171843893e-05,-0.588741096884387,0.0101545257364431,0.191007258303913,0.447715576814395,0.151532167282531,0.548356227979538,-0.357909669736518,0.144759613628356,0.188587640057314,0.453596304629681,-0.708040606999898,0.00100931257334623,0.173454250587388,0.491252112850802,0.541395933537676,0.0203173689412698,0.0112896946454843,0.964537312440612,-0.4526290470535,0.0592784931274502,-0.517483899605898,0.0278440975438745,0.568463760792395,0.013833877561903,0.178172198776942,0.479352959821616
